date,total_lines,active_lines_end,retired_lines,orange_count,yellow_count,purple_orig_count,blue_orig_count,purple_profit_count,max_touches,avg_touches,strategic_breaks,quadrant_transitions,final_quadrant,session_range,bearish_resolve_score,bullish_resolve_score,classification,resolve_direction
2025-06-13,38,0,36,6,30,1,1,0,11,1.6470588235294117,36,1,NEUTRAL,535.0,29,5,STRONG_TREND,BEARISH
2025-06-16,30,0,29,27,1,1,1,0,2,1.04,29,1,NEUTRAL,334.0,0,26,STRONG_TREND,BULLISH
2025-06-17,34,0,33,14,18,1,1,0,9,1.9666666666666666,33,1,NEUTRAL,413.0,17,13,STRONG_TREND,BEARISH
2025-06-18,42,1,40,31,9,1,1,0,6,1.4444444444444444,40,1,NEUTRAL,406.0,8,30,STRONG_TREND,BULLISH
2025-06-19,13,0,11,2,9,1,1,0,1,1.0,11,1,NEUTRAL,169.0,8,1,STRONG_TREND,BEARISH
2025-06-23,49,1,46,36,11,1,1,0,5,1.5,46,1,NEUTRAL,649.0,10,35,STRONG_TREND,BULLISH
2025-06-24,48,1,46,40,6,1,1,0,10,1.7380952380952381,46,1,NEUTRAL,420.0,5,39,STRONG_TREND,BULLISH
2025-06-25,25,0,23,1,22,1,1,0,8,2.5,23,1,NEUTRAL,247.0,21,0,STRONG_TREND,BEARISH
2025-06-26,39,1,37,36,1,1,1,0,7,1.7878787878787878,37,1,NEUTRAL,349.0,0,35,STRONG_TREND,BULLISH
2025-06-27,68,0,67,65,1,1,1,0,6,1.576271186440678,67,1,NEUTRAL,464.0,0,64,STRONG_TREND,BULLISH
2025-06-30,30,0,29,15,13,1,1,0,7,2.48,29,1,NEUTRAL,257.0,12,14,STRONG_TREND,NEUTRAL
2025-07-01,51,0,50,48,1,1,1,0,6,1.4666666666666666,50,1,NEUTRAL,610.0,0,47,STRONG_TREND,BULLISH
2025-07-02,16,0,15,7,7,1,1,0,13,4.5,15,1,NEUTRAL,208.0,6,6,RESOLVE,NEUTRAL
2025-07-03,35,1,33,32,1,1,1,0,7,1.9,33,1,NEUTRAL,336.0,0,31,STRONG_TREND,BULLISH
2025-07-04,19,1,16,10,7,1,1,0,8,2.076923076923077,16,1,NEUTRAL,83.0,6,9,STRONG_TREND,BULLISH
2025-07-07,49,1,47,1,46,1,1,0,7,1.7272727272727273,47,1,NEUTRAL,645.0,45,0,STRONG_TREND,BEARISH
2025-07-08,22,0,20,5,15,1,1,0,4,1.5,20,1,NEUTRAL,236.0,14,4,STRONG_TREND,BEARISH
2025-07-09,30,0,29,9,19,1,1,0,5,1.6666666666666667,29,1,NEUTRAL,339.0,18,8,STRONG_TREND,BEARISH
2025-07-10,58,0,56,52,4,1,1,0,7,1.6,56,1,NEUTRAL,416.0,3,51,STRONG_TREND,BULLISH
2025-07-11,13,0,12,2,9,1,1,0,5,2.272727272727273,12,1,NEUTRAL,183.0,8,1,STRONG_TREND,BEARISH
2025-07-14,23,0,21,19,2,1,1,0,4,1.8,21,1,NEUTRAL,227.0,1,18,STRONG_TREND,BULLISH
2025-07-15,55,0,53,3,50,1,1,0,10,1.934782608695652,53,1,NEUTRAL,561.0,49,2,STRONG_TREND,BEARISH
2025-07-16,32,0,30,9,21,1,1,0,7,1.5517241379310345,30,1,NEUTRAL,508.0,20,8,STRONG_TREND,BEARISH
2025-07-17,33,0,32,30,1,1,1,0,9,1.7037037037037037,32,1,NEUTRAL,369.0,0,29,STRONG_TREND,BULLISH
2025-07-18,27,0,26,1,24,1,1,0,6,1.8636363636363635,26,1,NEUTRAL,373.0,23,0,STRONG_TREND,BEARISH
2025-07-21,43,1,40,30,11,1,1,0,10,1.9428571428571428,40,1,NEUTRAL,292.0,10,29,STRONG_TREND,BULLISH
2025-07-22,29,0,28,26,1,1,1,0,6,1.9565217391304348,28,1,NEUTRAL,264.0,0,25,STRONG_TREND,BULLISH
2025-07-23,40,1,37,26,12,1,1,0,8,1.6,37,1,NEUTRAL,403.0,11,25,STRONG_TREND,BULLISH
2025-07-24,30,0,29,27,1,1,1,0,8,1.8846153846153846,29,1,NEUTRAL,242.0,0,26,STRONG_TREND,BULLISH
2025-07-25,44,0,42,33,9,1,1,0,6,1.631578947368421,42,1,NEUTRAL,308.0,8,32,STRONG_TREND,BULLISH
2025-07-28,27,0,25,10,15,1,1,0,9,1.7826086956521738,25,1,NEUTRAL,213.0,14,9,STRONG_TREND,BEARISH
2025-07-29,30,0,29,1,27,1,1,0,8,2.5217391304347827,29,1,NEUTRAL,327.0,26,0,STRONG_TREND,BEARISH
2025-07-30,34,0,32,12,20,1,1,0,4,1.4482758620689655,32,1,NEUTRAL,491.0,19,11,STRONG_TREND,BEARISH
2025-07-31,41,0,39,10,29,1,1,0,16,1.8,39,1,NEUTRAL,573.0,28,9,STRONG_TREND,BEARISH
2025-08-01,23,0,22,1,20,1,1,0,4,1.3888888888888888,22,1,NEUTRAL,451.0,19,0,STRONG_TREND,BEARISH
2025-08-04,66,1,64,63,1,1,1,0,11,1.72,64,1,NEUTRAL,502.0,0,62,STRONG_TREND,BULLISH
2025-08-05,30,0,29,7,21,1,1,0,6,1.4,29,1,NEUTRAL,383.0,20,6,STRONG_TREND,BEARISH
2025-08-06,23,0,22,13,8,1,1,0,9,2.3157894736842106,22,1,NEUTRAL,288.0,7,12,STRONG_TREND,BULLISH
2025-08-07,65,0,63,2,61,1,1,0,12,1.5357142857142858,63,1,NEUTRAL,715.0,60,1,STRONG_TREND,BEARISH
2025-08-08,22,0,20,14,6,1,1,0,3,1.368421052631579,20,1,NEUTRAL,263.0,5,13,STRONG_TREND,BULLISH
2025-08-11,35,1,32,6,27,1,1,0,6,1.5714285714285714,32,1,NEUTRAL,370.0,26,5,STRONG_TREND,BEARISH
2025-08-12,28,0,26,24,2,1,1,0,11,2.0,26,1,NEUTRAL,411.0,1,23,STRONG_TREND,BULLISH
2025-08-13,40,0,39,37,1,1,1,0,6,1.4848484848484849,39,1,NEUTRAL,385.0,0,36,STRONG_TREND,BULLISH
2025-08-14,37,0,35,28,7,1,1,0,6,1.7,35,1,NEUTRAL,372.0,6,27,STRONG_TREND,BULLISH
2025-08-15,21,0,20,1,18,1,1,0,10,1.8333333333333333,20,1,NEUTRAL,315.0,17,0,STRONG_TREND,BEARISH
2025-08-18,14,0,12,6,6,1,1,0,4,1.9,12,1,NEUTRAL,141.0,5,5,RESOLVE,NEUTRAL
2025-08-19,38,0,36,15,21,1,1,0,7,1.7647058823529411,36,1,NEUTRAL,397.0,20,14,STRONG_TREND,BEARISH
2025-08-20,23,0,21,4,17,1,1,0,6,1.7222222222222223,21,1,NEUTRAL,292.0,16,3,STRONG_TREND,BEARISH
2025-08-21,21,0,20,13,6,1,1,0,5,2.0588235294117645,20,1,NEUTRAL,326.0,5,12,STRONG_TREND,BULLISH
2025-08-22,39,0,38,36,1,1,1,0,10,2.057142857142857,38,1,NEUTRAL,766.0,0,35,STRONG_TREND,BULLISH
2025-08-25,45,0,43,3,40,1,1,0,8,2.0526315789473686,43,1,NEUTRAL,325.0,39,2,STRONG_TREND,BEARISH
2025-08-26,40,1,38,37,1,1,1,0,6,1.5714285714285714,38,1,NEUTRAL,245.0,0,36,STRONG_TREND,BULLISH
2025-08-27,29,0,28,26,1,1,1,0,8,1.9130434782608696,28,1,NEUTRAL,254.0,0,25,STRONG_TREND,BULLISH
2025-08-28,25,0,24,11,12,1,1,0,5,2.263157894736842,24,1,NEUTRAL,244.0,11,10,STRONG_TREND,NEUTRAL
2025-08-29,22,0,20,6,14,1,1,0,4,1.4705882352941178,20,1,NEUTRAL,263.0,13,5,STRONG_TREND,BEARISH
2025-09-01,31,0,29,26,3,1,1,0,4,1.3043478260869565,29,1,NEUTRAL,133.0,2,25,STRONG_TREND,BULLISH
2025-09-02,23,0,21,15,6,1,1,0,5,1.631578947368421,21,1,NEUTRAL,395.0,5,14,STRONG_TREND,BULLISH
2025-09-03,30,0,28,5,23,1,1,0,6,1.5416666666666667,28,1,NEUTRAL,329.0,22,4,STRONG_TREND,BEARISH
2025-09-04,61,0,59,55,4,1,1,0,5,1.490566037735849,59,1,NEUTRAL,482.0,3,54,STRONG_TREND,BULLISH
2025-09-05,35,0,34,3,30,1,1,0,4,1.4137931034482758,34,1,NEUTRAL,574.0,29,2,STRONG_TREND,BEARISH
2025-09-08,25,0,23,15,8,1,1,0,5,1.9444444444444444,23,1,NEUTRAL,270.0,7,14,STRONG_TREND,BULLISH
2025-09-09,40,0,38,31,7,1,1,0,11,1.8235294117647058,38,1,NEUTRAL,336.0,6,30,STRONG_TREND,BULLISH
2025-09-10,29,0,28,4,23,1,1,0,9,2.0,28,1,NEUTRAL,329.0,22,3,STRONG_TREND,BEARISH
2025-09-11,50,0,49,47,1,1,1,0,13,1.5348837209302326,49,1,NEUTRAL,576.0,0,46,STRONG_TREND,BULLISH
2025-09-12,37,0,35,5,30,1,1,0,4,1.5517241379310345,35,1,NEUTRAL,264.0,29,4,STRONG_TREND,BEARISH
2025-09-15,19,0,18,6,11,1,1,0,6,1.7058823529411764,18,1,NEUTRAL,211.0,10,5,STRONG_TREND,BEARISH
2025-09-16,24,1,21,2,20,1,1,0,4,1.5,21,1,NEUTRAL,309.0,19,1,STRONG_TREND,BEARISH
2025-09-17,30,1,28,20,8,1,1,0,6,1.6,28,1,NEUTRAL,592.0,7,19,STRONG_TREND,BULLISH
2025-09-18,36,0,34,29,5,1,1,0,5,1.4166666666666667,34,1,NEUTRAL,371.0,4,28,STRONG_TREND,BULLISH
2025-09-22,47,0,46,37,8,1,1,0,15,1.75,46,1,NEUTRAL,422.0,7,36,STRONG_TREND,BULLISH
2025-09-23,46,0,45,18,26,1,1,0,9,1.725,45,1,NEUTRAL,510.0,25,17,STRONG_TREND,BEARISH
2025-09-24,39,0,37,5,32,1,1,0,15,2.21875,37,1,NEUTRAL,374.0,31,4,STRONG_TREND,BEARISH
2025-09-25,25,0,23,9,14,1,1,0,6,1.8421052631578947,23,1,NEUTRAL,346.0,13,8,STRONG_TREND,BEARISH
2025-09-26,24,0,22,13,9,1,1,0,9,2.2,22,1,NEUTRAL,323.0,8,12,STRONG_TREND,BULLISH
2025-09-29,20,0,18,1,17,1,1,0,7,1.75,18,1,NEUTRAL,262.0,16,0,STRONG_TREND,BEARISH
2025-09-30,28,1,25,12,14,1,1,0,5,1.7916666666666667,25,1,NEUTRAL,331.0,13,11,STRONG_TREND,NEUTRAL
2025-10-01,20,0,19,17,1,1,1,0,6,1.875,19,1,NEUTRAL,261.0,0,16,STRONG_TREND,BULLISH
2025-10-02,29,0,28,10,17,1,1,0,12,1.7083333333333333,28,1,NEUTRAL,329.0,16,9,STRONG_TREND,BEARISH
2025-10-03,49,0,48,46,1,1,1,0,5,1.375,48,1,NEUTRAL,484.0,0,45,STRONG_TREND,BULLISH
2025-10-06,30,0,28,3,25,1,1,0,7,1.4230769230769231,28,1,NEUTRAL,433.0,24,2,STRONG_TREND,BEARISH
2025-10-07,41,0,39,5,34,1,1,0,5,1.8611111111111112,39,1,NEUTRAL,437.0,33,4,STRONG_TREND,BEARISH
2025-10-08,25,0,24,13,10,1,1,0,10,2.2,24,1,NEUTRAL,329.0,9,12,STRONG_TREND,BULLISH
2025-10-09,35,0,33,4,29,1,1,0,6,2.1,33,1,NEUTRAL,431.0,28,3,STRONG_TREND,BEARISH
2025-10-10,55,1,52,7,46,1,1,0,9,1.9375,52,1,NEUTRAL,1496.0,45,6,STRONG_TREND,BEARISH
2025-10-13,28,0,27,25,1,1,1,0,8,2.1818181818181817,27,1,NEUTRAL,367.0,0,24,STRONG_TREND,BULLISH
2025-10-14,74,1,71,61,11,1,1,0,11,1.5238095238095237,71,1,NEUTRAL,1080.0,10,60,STRONG_TREND,BULLISH
2025-10-15,48,0,47,23,23,1,1,0,9,1.697674418604651,47,1,NEUTRAL,679.0,22,22,STRONG_TREND,NEUTRAL
2025-10-16,35,0,33,6,27,1,1,0,10,3.0689655172413794,33,1,NEUTRAL,655.0,26,5,STRONG_TREND,BEARISH
2025-10-17,28,2,25,22,4,1,1,0,6,1.9166666666666667,25,1,NEUTRAL,422.0,3,21,STRONG_TREND,BULLISH
2025-10-20,51,0,50,48,1,1,1,0,8,1.6041666666666667,50,1,NEUTRAL,417.0,0,47,STRONG_TREND,BULLISH
2025-10-21,38,2,35,35,1,1,1,0,7,1.5142857142857142,35,1,NEUTRAL,441.0,0,34,STRONG_TREND,BULLISH
2025-10-22,34,0,33,1,31,1,1,0,5,1.5806451612903225,33,1,NEUTRAL,484.0,30,0,STRONG_TREND,BEARISH
2025-10-23,33,0,31,26,5,1,1,0,5,1.76,31,1,NEUTRAL,318.0,4,25,STRONG_TREND,BULLISH
2025-10-24,34,0,33,31,1,1,1,0,5,1.5357142857142858,33,1,NEUTRAL,407.0,0,30,STRONG_TREND,BULLISH
2025-10-27,25,1,23,17,6,1,1,0,7,2.0588235294117645,23,1,NEUTRAL,223.0,5,16,STRONG_TREND,BULLISH
2025-10-28,24,0,22,6,16,1,1,0,5,1.8235294117647058,22,1,NEUTRAL,291.0,15,5,STRONG_TREND,BEARISH
2025-10-29,26,1,23,12,12,1,1,0,11,2.25,23,1,NEUTRAL,598.0,11,11,STRONG_TREND,NEUTRAL
2025-10-30,36,0,35,33,1,1,1,0,8,1.7666666666666666,35,1,NEUTRAL,624.0,0,32,STRONG_TREND,BULLISH
2025-10-31,35,0,34,15,18,1,1,0,8,2.066666666666667,34,1,NEUTRAL,374.0,17,14,STRONG_TREND,BEARISH
2025-11-03,38,0,37,1,35,1,1,0,5,1.2941176470588236,37,1,NEUTRAL,506.0,34,0,STRONG_TREND,BEARISH
2025-11-04,36,0,34,27,7,1,1,0,5,1.3333333333333333,34,1,NEUTRAL,396.0,6,26,STRONG_TREND,BULLISH
2025-11-05,38,0,36,32,4,1,1,0,8,1.75,36,1,NEUTRAL,422.0,3,31,STRONG_TREND,BULLISH
2025-11-06,36,0,34,3,31,1,1,0,4,1.4838709677419355,34,1,NEUTRAL,569.0,30,2,STRONG_TREND,BEARISH
2025-11-07,42,0,41,21,19,1,1,0,9,1.837837837837838,41,1,NEUTRAL,583.0,18,20,STRONG_TREND,NEUTRAL
2025-11-10,43,0,41,21,20,1,1,0,4,1.3888888888888888,41,1,NEUTRAL,480.0,19,20,STRONG_TREND,NEUTRAL
2025-11-11,78,0,76,73,3,1,1,0,7,1.8507462686567164,76,1,NEUTRAL,600.0,2,72,STRONG_TREND,BULLISH
2025-11-12,21,0,20,18,1,1,1,0,11,2.0,20,1,NEUTRAL,388.0,0,17,STRONG_TREND,BULLISH
2025-11-13,72,1,69,5,65,1,1,0,9,1.803030303030303,69,1,NEUTRAL,828.0,64,4,STRONG_TREND,BEARISH
2025-11-14,34,0,33,23,9,1,1,0,9,1.967741935483871,33,1,NEUTRAL,521.0,8,22,STRONG_TREND,BULLISH
2025-11-17,54,0,52,7,45,1,1,0,5,1.3617021276595744,52,1,NEUTRAL,786.0,44,6,STRONG_TREND,BEARISH
2025-11-18,19,0,17,6,11,1,1,0,7,1.9333333333333333,17,1,NEUTRAL,461.0,10,5,STRONG_TREND,BEARISH
2025-11-19,36,1,33,20,14,1,1,0,11,1.878787878787879,33,1,NEUTRAL,401.0,13,19,STRONG_TREND,BULLISH
2025-11-20,61,1,59,16,43,1,1,0,13,1.6666666666666667,59,1,NEUTRAL,1150.0,42,15,STRONG_TREND,BEARISH
2025-11-21,46,1,43,37,7,1,1,0,13,2.0238095238095237,43,1,NEUTRAL,803.0,6,36,STRONG_TREND,BULLISH
2025-11-24,35,0,33,23,10,1,1,0,10,1.7241379310344827,33,1,NEUTRAL,490.0,9,22,STRONG_TREND,BULLISH
2025-11-25,66,1,63,58,6,1,1,0,5,1.3518518518518519,63,1,NEUTRAL,849.0,5,57,STRONG_TREND,BULLISH
2025-11-26,35,0,34,32,1,1,1,0,7,1.8620689655172413,34,1,NEUTRAL,389.0,0,31,STRONG_TREND,BULLISH
2025-11-27,18,0,16,2,14,1,1,0,3,1.3076923076923077,16,1,NEUTRAL,64.0,13,1,STRONG_TREND,BEARISH
2025-11-28,35,0,33,30,3,1,1,0,5,1.7857142857142858,33,1,NEUTRAL,275.0,2,29,STRONG_TREND,BULLISH
2025-12-01,33,0,31,19,12,1,1,0,7,1.4444444444444444,31,1,NEUTRAL,403.0,11,18,STRONG_TREND,BULLISH
2025-12-02,26,0,25,16,8,1,1,0,7,1.8181818181818181,25,1,NEUTRAL,341.0,7,15,STRONG_TREND,BULLISH
2025-12-03,66,0,65,63,1,1,1,0,9,2.05,65,1,NEUTRAL,600.0,0,62,STRONG_TREND,BULLISH
2025-12-04,20,0,18,4,14,1,1,0,7,1.8666666666666667,18,1,NEUTRAL,376.0,13,3,STRONG_TREND,BEARISH
2025-12-05,25,0,23,18,5,1,1,0,13,2.0952380952380953,23,1,NEUTRAL,270.0,4,17,STRONG_TREND,BULLISH
2025-12-08,24,0,23,1,21,1,1,0,7,2.1904761904761907,23,1,NEUTRAL,372.0,20,0,STRONG_TREND,BEARISH
2025-12-09,29,0,28,10,17,1,1,0,7,1.88,28,1,NEUTRAL,428.0,16,9,STRONG_TREND,BEARISH
2025-12-10,52,0,51,45,5,1,1,0,5,1.6595744680851063,51,1,NEUTRAL,741.0,4,44,STRONG_TREND,BULLISH
2025-12-11,51,1,49,48,1,1,1,0,6,1.7872340425531914,49,1,NEUTRAL,664.0,0,47,STRONG_TREND,BULLISH
2025-12-12,36,0,34,6,28,1,1,0,14,2.206896551724138,34,1,NEUTRAL,557.0,27,5,STRONG_TREND,BEARISH
2025-12-15,39,0,37,2,35,1,1,0,5,1.5333333333333334,37,1,NEUTRAL,410.0,34,1,STRONG_TREND,BEARISH
2025-12-16,36,0,34,3,31,1,1,0,6,1.7307692307692308,34,1,NEUTRAL,521.0,30,2,STRONG_TREND,BEARISH
2025-12-17,40,0,39,10,28,1,1,0,6,2.0303030303030303,39,1,NEUTRAL,529.0,27,9,STRONG_TREND,BEARISH
2025-12-18,30,0,28,10,18,1,1,0,6,1.4761904761904763,28,1,NEUTRAL,520.0,17,9,STRONG_TREND,BEARISH
2025-12-22,15,0,13,12,1,1,1,0,9,2.727272727272727,13,1,NEUTRAL,262.0,0,11,STRONG_TREND,BULLISH
2025-12-23,31,0,30,28,1,1,1,0,10,2.2222222222222223,30,1,NEUTRAL,302.0,0,27,STRONG_TREND,BULLISH
2025-12-24,48,0,46,45,1,1,1,0,9,1.8461538461538463,46,1,NEUTRAL,403.0,0,44,STRONG_TREND,BULLISH
2025-12-26,25,0,23,5,18,1,1,0,7,2.25,23,1,NEUTRAL,197.0,17,4,STRONG_TREND,BEARISH
2025-12-29,35,0,33,2,31,1,1,0,7,1.8064516129032258,33,1,NEUTRAL,322.0,30,1,STRONG_TREND,BEARISH
2025-12-30,8,0,7,1,5,1,1,0,7,2.6,7,1,NEUTRAL,190.0,4,0,RESOLVE,BEARISH
2025-12-31,48,0,46,1,45,1,1,0,9,1.5681818181818181,46,1,NEUTRAL,350.0,44,0,STRONG_TREND,BEARISH
2026-01-02,35,0,34,23,10,1,1,0,12,1.7142857142857142,34,1,NEUTRAL,560.0,9,22,STRONG_TREND,BULLISH
2026-01-05,59,0,58,56,1,1,1,0,7,1.5490196078431373,58,1,NEUTRAL,794.0,0,55,STRONG_TREND,BULLISH
2026-01-06,79,0,78,76,1,1,1,0,6,1.4492753623188406,78,1,NEUTRAL,627.0,0,75,STRONG_TREND,BULLISH
2026-01-07,66,0,64,2,62,1,1,0,9,1.5087719298245614,64,1,NEUTRAL,694.0,61,1,STRONG_TREND,BEARISH
2026-01-08,49,0,48,46,1,1,1,0,8,1.6585365853658536,48,1,NEUTRAL,590.0,0,45,STRONG_TREND,BULLISH
2026-01-09,31,0,30,22,7,1,1,0,5,1.6666666666666667,30,1,NEUTRAL,385.0,6,21,STRONG_TREND,BULLISH
2026-01-12,58,0,56,51,5,1,1,0,6,1.8,56,1,NEUTRAL,643.0,4,50,STRONG_TREND,BULLISH
2026-01-13,43,0,42,1,40,1,1,0,6,1.8157894736842106,42,1,NEUTRAL,539.0,39,0,STRONG_TREND,BEARISH
2026-01-14,21,0,20,3,16,1,1,0,6,2.210526315789474,20,1,NEUTRAL,343.0,15,2,STRONG_TREND,BEARISH
2026-01-15,30,1,28,27,1,1,1,0,11,2.074074074074074,28,1,NEUTRAL,370.0,0,26,STRONG_TREND,BULLISH
2026-01-16,25,0,23,2,21,1,1,0,6,1.5238095238095237,23,1,NEUTRAL,375.0,20,1,STRONG_TREND,BEARISH
2026-01-19,20,0,18,12,6,1,1,0,7,1.6,18,1,NEUTRAL,137.0,5,11,STRONG_TREND,BULLISH
2026-01-20,31,0,29,14,15,1,1,0,12,2.4074074074074074,29,1,NEUTRAL,484.0,14,13,STRONG_TREND,NEUTRAL
2026-01-21,41,1,39,38,1,1,1,0,8,1.7714285714285714,39,1,NEUTRAL,738.0,0,37,STRONG_TREND,BULLISH
2026-01-22,19,0,18,8,9,1,1,0,8,2.125,18,1,NEUTRAL,363.0,8,7,STRONG_TREND,NEUTRAL
2026-01-23,21,0,20,1,18,1,1,0,4,1.411764705882353,20,1,NEUTRAL,265.0,17,0,STRONG_TREND,BEARISH
2026-01-26,30,0,29,27,1,1,1,0,10,1.72,29,1,NEUTRAL,341.0,0,26,STRONG_TREND,BULLISH
2026-01-27,24,0,22,9,13,1,1,0,5,2.1666666666666665,22,1,NEUTRAL,311.0,12,8,STRONG_TREND,BEARISH
2026-01-28,19,1,16,3,14,1,1,0,6,2.6923076923076925,16,1,NEUTRAL,300.0,13,2,STRONG_TREND,BEARISH
2026-01-29,35,0,33,6,27,1,1,0,5,1.4516129032258065,33,1,NEUTRAL,718.0,26,5,STRONG_TREND,BEARISH
2026-01-30,34,1,32,3,29,1,1,0,8,1.8064516129032258,32,1,NEUTRAL,598.0,28,2,STRONG_TREND,BEARISH
2026-02-02,62,0,60,58,2,1,1,0,13,2.0377358490566038,60,1,NEUTRAL,789.0,1,57,STRONG_TREND,BULLISH
2026-02-03,43,1,41,7,34,1,1,0,5,1.6857142857142857,41,1,NEUTRAL,833.0,33,6,STRONG_TREND,BEARISH
2026-02-04,35,0,33,12,21,1,1,0,14,1.8666666666666667,33,1,NEUTRAL,543.0,20,11,STRONG_TREND,BEARISH
2026-02-05,42,0,40,4,36,1,1,0,6,1.5555555555555556,40,1,NEUTRAL,595.0,35,3,STRONG_TREND,BEARISH
2026-02-06,71,1,69,68,1,1,1,0,12,1.875,69,1,NEUTRAL,969.0,0,67,STRONG_TREND,BULLISH
2026-02-09,22,0,20,13,7,1,1,0,5,1.5555555555555556,20,1,NEUTRAL,392.0,6,12,STRONG_TREND,BULLISH
2026-02-10,24,0,23,10,12,1,1,0,10,2.3,23,1,NEUTRAL,408.0,11,9,STRONG_TREND,NEUTRAL
2026-02-11,34,0,33,3,29,1,1,0,9,2.0344827586206895,33,1,NEUTRAL,608.0,28,2,STRONG_TREND,BEARISH
2026-02-12,64,0,63,5,57,1,1,0,10,1.7272727272727273,63,1,NEUTRAL,1028.0,56,4,STRONG_TREND,BEARISH
2026-02-13,35,1,33,25,8,1,1,0,8,1.8666666666666667,33,1,NEUTRAL,662.0,7,24,STRONG_TREND,BULLISH
2026-02-16,33,1,30,7,24,1,1,0,7,1.5666666666666667,30,1,NEUTRAL,181.0,23,6,STRONG_TREND,BEARISH
2026-02-17,28,0,26,2,24,1,1,0,4,1.434782608695652,26,1,NEUTRAL,554.0,23,1,STRONG_TREND,BEARISH
2026-02-18,20,0,18,16,2,1,1,0,8,1.9375,18,1,NEUTRAL,478.0,1,15,STRONG_TREND,BULLISH
2026-02-19,29,0,28,8,19,1,1,0,8,2.0416666666666665,28,1,NEUTRAL,415.0,18,7,STRONG_TREND,BEARISH
2026-02-20,11,0,10,6,3,1,1,0,8,2.6,10,1,NEUTRAL,571.0,2,5,RESOLVE,BULLISH
2026-02-23,49,1,47,2,45,1,1,0,6,1.5333333333333334,47,1,NEUTRAL,990.0,44,1,STRONG_TREND,BEARISH
2026-02-24,22,0,20,18,2,1,1,0,6,1.7222222222222223,20,1,NEUTRAL,542.0,1,17,STRONG_TREND,BULLISH
2026-02-25,28,1,26,15,11,1,1,0,9,2.5,26,1,NEUTRAL,343.0,10,14,STRONG_TREND,BULLISH
2026-02-26,34,0,33,6,26,1,1,0,7,1.4137931034482758,33,1,NEUTRAL,611.0,25,5,STRONG_TREND,BEARISH
2026-02-27,20,0,19,1,17,1,1,0,8,1.7647058823529411,19,1,NEUTRAL,425.0,16,0,STRONG_TREND,BEARISH
2026-03-02,37,0,36,34,1,1,1,0,6,1.5277777777777777,36,1,NEUTRAL,689.0,0,33,STRONG_TREND,BULLISH
2026-03-03,66,2,62,44,20,1,1,0,6,1.5666666666666667,62,1,NEUTRAL,1074.0,19,43,STRONG_TREND,BULLISH
2026-03-04,22,0,21,12,8,1,1,0,10,2.05,21,1,NEUTRAL,515.0,7,11,STRONG_TREND,BULLISH
2026-03-05,66,1,63,6,58,1,1,0,9,1.6666666666666667,63,1,NEUTRAL,941.0,57,5,STRONG_TREND,BEARISH
2026-03-06,32,1,30,18,12,1,1,0,8,2.0,30,1,NEUTRAL,578.0,11,17,STRONG_TREND,BULLISH
2026-03-09,50,1,48,31,17,1,1,0,10,1.6444444444444444,48,1,NEUTRAL,1282.0,16,30,STRONG_TREND,BULLISH
2026-03-10,51,1,48,38,11,1,1,0,6,1.6888888888888889,48,1,NEUTRAL,791.0,10,37,STRONG_TREND,BULLISH
2026-03-11,37,0,35,2,33,1,1,0,5,1.4516129032258065,35,1,NEUTRAL,537.0,32,1,STRONG_TREND,BEARISH
2026-03-12,26,0,24,6,18,1,1,0,10,2.6363636363636362,24,1,NEUTRAL,411.0,17,5,STRONG_TREND,BEARISH
2026-03-13,49,1,47,5,42,1,1,0,7,1.553191489361702,47,1,NEUTRAL,654.0,41,4,STRONG_TREND,BEARISH
2026-03-16,24,0,23,14,8,1,1,0,3,1.4444444444444444,23,1,NEUTRAL,368.0,7,13,STRONG_TREND,BULLISH
2026-03-17,25,0,24,6,17,1,1,0,8,1.875,24,1,NEUTRAL,452.0,16,5,STRONG_TREND,BEARISH
2026-03-18,62,0,60,6,54,1,1,0,6,1.7906976744186047,60,1,NEUTRAL,833.0,53,5,STRONG_TREND,BEARISH
2026-03-19,20,1,17,11,7,1,1,0,4,1.3846153846153846,17,1,NEUTRAL,512.0,6,10,STRONG_TREND,BULLISH
2026-03-23,25,1,22,16,7,1,1,0,3,1.3333333333333333,22,1,NEUTRAL,623.0,6,15,STRONG_TREND,BULLISH
2026-03-24,34,1,31,29,3,1,1,0,9,2.4516129032258065,31,1,NEUTRAL,859.0,2,28,STRONG_TREND,BULLISH
2026-03-25,20,0,19,2,16,1,1,0,5,1.411764705882353,19,1,NEUTRAL,556.0,15,1,STRONG_TREND,BEARISH
2026-03-26,42,1,39,16,24,1,1,0,7,1.837837837837838,39,1,NEUTRAL,676.0,23,15,STRONG_TREND,BEARISH
2026-03-27,57,0,56,1,54,1,1,0,12,1.7058823529411764,56,1,NEUTRAL,746.0,53,0,STRONG_TREND,BEARISH
2026-03-30,39,0,37,5,32,1,1,0,7,1.7741935483870968,37,1,NEUTRAL,575.0,31,4,STRONG_TREND,BEARISH
2026-03-31,28,1,26,16,10,1,1,0,9,1.7916666666666667,26,1,NEUTRAL,920.0,9,15,STRONG_TREND,BULLISH
2026-04-01,16,0,15,6,8,1,1,0,10,3.0,15,1,NEUTRAL,343.0,7,5,RESOLVE,NEUTRAL
2026-04-02,25,0,24,19,4,1,1,0,6,1.6956521739130435,24,1,NEUTRAL,874.0,3,18,STRONG_TREND,BULLISH
