date,time,time_bucket,trade_type,direction,realized_pl,contracts,bars_held,day_type,mode
2024-10-22,10:30:00,10:30-11:00,SESSION_EXIT,short,26.0,0,47,TREND,
2024-10-23,09:57:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-10-23,10:03:00,10:00-10:30,PARTIAL_TP,long,56.0,1,6,TREND,
2024-10-23,10:10:00,10:00-10:30,CHOP_TP,long,22.0,0,13,CHOP,
2024-10-23,10:40:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-10-23,10:41:00,10:30-11:00,SESSION_EXIT,short,-12.0,0,1,TREND,
2024-10-24,09:45:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-24,09:54:00,09:30-10:00,EXIT_FLAT,short,-148.0,0,9,TREND,
2024-10-24,10:04:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-10-24,10:30:00,10:30-11:00,SESSION_EXIT,long,-18.0,0,26,TREND,
2024-10-25,09:45:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-10-25,10:07:00,10:00-10:30,EXIT_FLAT,short,-128.0,0,22,TREND,
2024-10-25,10:08:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-10-25,10:30:00,10:30-11:00,SESSION_EXIT,long,-92.0,0,22,TREND,
2024-10-28,09:43:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-10-28,09:59:00,09:30-10:00,EXIT_FLAT,long,-130.0,0,16,TREND,
2024-10-28,10:18:00,10:00-10:30,CHOP_SELL,short,0.0,2,0,CHOP,
2024-10-28,10:26:00,10:00-10:30,EXIT_FLAT,short,-138.0,0,8,TREND,
2024-10-28,10:45:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-10-28,10:46:00,10:30-11:00,SESSION_EXIT,short,4.0,0,1,TREND,
2024-10-29,09:50:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-10-29,10:02:00,10:00-10:30,PARTIAL_TP,long,52.0,1,12,TREND,
2024-10-29,10:57:00,10:30-11:00,SESSION_EXIT,long,134.0,0,67,CHOP,
2024-10-30,09:44:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-10-30,09:52:00,09:30-10:00,EXIT_FLAT,short,-148.0,0,8,TREND,
2024-10-30,10:01:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-10-30,10:14:00,10:00-10:30,PARTIAL_TP,long,51.0,1,13,TREND,
2024-10-30,10:30:00,10:30-11:00,SESSION_EXIT,long,-5.0,0,29,TREND,
2024-10-31,09:46:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-10-31,09:48:00,09:30-10:00,PARTIAL_TP,short,54.0,1,2,TREND,
2024-10-31,10:16:00,10:00-10:30,CHOP_TP,short,13.0,0,30,CHOP,
2024-10-31,10:28:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-31,10:30:00,10:30-11:00,SESSION_EXIT,short,-2.0,0,2,TREND,
2024-11-01,09:55:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-11-01,10:06:00,10:00-10:30,EXIT_FLAT,short,-78.0,0,11,TREND,
2024-11-01,10:12:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-11-01,10:22:00,10:00-10:30,PARTIAL_TP,long,59.0,1,10,TREND,
2024-11-01,10:37:00,10:30-11:00,SESSION_EXIT,long,49.0,0,25,TREND,
2024-11-04,09:45:00,09:30-10:00,CHOP_BUY,long,0.0,2,0,CHOP,
2024-11-04,10:06:00,10:00-10:30,PARTIAL_TP,long,61.0,1,21,TREND,
2024-11-04,10:10:00,10:00-10:30,CHOP_TP,long,29.0,0,25,CHOP,
2024-11-04,10:19:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-11-04,10:30:00,10:30-11:00,SESSION_EXIT,long,-16.0,0,11,TREND,
2024-11-05,09:48:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-11-05,09:55:00,09:30-10:00,PARTIAL_TP,long,70.0,1,7,TREND,
2024-11-05,10:13:00,10:00-10:30,CHOP_TP,long,143.0,0,25,CHOP,
2024-11-05,10:15:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-11-05,10:19:00,10:00-10:30,CHOP_TP,long,48.0,0,4,CHOP,
2024-11-05,10:22:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-11-05,10:24:00,10:00-10:30,PARTIAL_TP,long,51.0,1,2,TREND,
2024-11-05,10:30:00,10:30-11:00,SESSION_EXIT,long,19.0,0,8,TREND,
2024-11-06,09:55:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-06,10:01:00,10:00-10:30,EXIT_FLAT,short,-128.0,0,6,TREND,
2024-11-06,10:23:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-11-06,10:30:00,10:30-11:00,SESSION_EXIT,long,40.0,0,7,TREND,
2024-11-07,09:52:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-11-07,10:04:00,10:00-10:30,EXIT_FLAT,long,-124.0,0,12,TREND,
2024-11-07,10:11:00,10:00-10:30,CHOP_SELL,short,0.0,2,0,CHOP,
2024-11-07,10:30:00,10:30-11:00,SESSION_EXIT,short,-2.0,0,19,TREND,
2024-11-08,10:01:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-11-08,10:23:00,10:00-10:30,PARTIAL_TP,long,55.0,1,22,TREND,
2024-11-08,10:43:00,10:30-11:00,SESSION_EXIT,long,91.0,0,42,CHOP,
2024-11-11,09:42:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-11-11,09:46:00,09:30-10:00,EXIT_FLAT,long,-120.0,0,4,TREND,
2024-11-11,09:58:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-11-11,10:09:00,10:00-10:30,EXIT_FLAT,long,-138.0,0,11,TREND,
2024-11-11,10:26:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-11-11,10:30:00,10:30-11:00,SESSION_EXIT,long,-38.0,0,4,TREND,
2024-11-12,09:51:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-12,10:02:00,10:00-10:30,PARTIAL_TP,short,52.0,1,11,TREND,
2024-11-12,10:20:00,10:00-10:30,CHOP_TP,short,77.0,0,29,CHOP,
2024-11-12,10:26:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-12,10:30:00,10:30-11:00,SESSION_EXIT,short,26.0,0,4,TREND,
2024-11-13,09:53:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-13,10:04:00,10:00-10:30,PARTIAL_TP,short,58.0,1,11,TREND,
2024-11-13,10:30:00,10:30-11:00,SESSION_EXIT,short,5.0,0,37,TREND,
2024-11-14,09:43:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-14,09:49:00,09:30-10:00,EXIT_FLAT,short,-198.0,0,6,TREND,
2024-11-14,10:12:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-14,10:30:00,10:30-11:00,SESSION_EXIT,short,-94.0,0,18,TREND,
2024-11-15,09:55:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-15,10:00:00,10:00-10:30,PARTIAL_TP,short,53.0,1,5,TREND,
2024-11-15,10:50:00,10:30-11:00,SESSION_EXIT,short,41.0,0,55,TREND,
2024-11-18,10:21:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-18,10:30:00,10:30-11:00,SESSION_EXIT,short,-108.0,0,9,TREND,
2024-11-19,09:50:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-19,09:55:00,09:30-10:00,EXIT_FLAT,short,-124.0,0,5,TREND,
2024-11-19,10:29:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-11-19,10:30:00,10:30-11:00,SESSION_EXIT,long,-24.0,0,1,TREND,
2024-11-20,10:05:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-20,10:10:00,10:00-10:30,PARTIAL_TP,short,78.0,1,5,TREND,
2024-11-20,10:30:00,10:30-11:00,SESSION_EXIT,short,28.0,0,25,TREND,
2024-11-21,10:13:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-11-21,10:23:00,10:00-10:30,EXIT_FLAT,long,-138.0,0,10,TREND,
2024-11-21,10:47:00,10:30-11:00,TREND_LONG,long,0.0,2,0,TREND,
2024-11-21,10:48:00,10:30-11:00,SESSION_EXIT,long,-14.0,0,1,TREND,
2024-11-22,09:48:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-11-22,09:52:00,09:30-10:00,EXIT_FLAT,long,-140.0,0,4,TREND,
2024-11-22,10:18:00,10:00-10:30,CHOP_SELL,short,0.0,2,0,CHOP,
2024-11-22,10:22:00,10:00-10:30,PARTIAL_TP,short,68.0,1,4,TREND,
2024-11-22,10:30:00,10:30-11:00,SESSION_EXIT,short,36.0,0,12,TREND,
2024-11-25,09:49:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-11-25,10:02:00,10:00-10:30,CHOP_TP,short,86.0,0,13,CHOP,
2024-11-25,11:37:00,11:30-12:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-25,11:38:00,11:30-12:00,SESSION_EXIT,short,42.0,0,1,TREND,
2024-11-26,10:03:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-26,10:24:00,10:00-10:30,CHOP_TP,short,86.0,0,21,CHOP,
2024-11-26,10:25:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-26,10:30:00,10:30-11:00,SESSION_EXIT,short,-68.0,0,5,TREND,
2024-11-27,11:01:00,11:00-11:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-27,11:02:00,11:00-11:30,SESSION_EXIT,short,2.0,0,1,TREND,
2024-11-28,09:42:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-11-28,09:53:00,09:30-10:00,EXIT_FLAT,short,-72.0,0,11,TREND,
2024-11-28,09:59:00,09:30-10:00,CHOP_BUY,long,0.0,2,0,CHOP,
2024-11-28,10:16:00,10:00-10:30,CHOP_TP,long,28.0,0,17,CHOP,
2024-11-28,10:17:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-11-28,10:30:00,10:30-11:00,SESSION_EXIT,long,-30.0,0,13,TREND,
2024-11-29,10:44:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-11-29,10:45:00,10:30-11:00,SESSION_EXIT,short,-4.0,0,1,TREND,
2024-12-02,09:49:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-12-02,09:54:00,09:30-10:00,PARTIAL_TP,short,55.0,1,5,TREND,
2024-12-02,10:27:00,10:00-10:30,CHOP_TP,short,81.0,0,38,CHOP,
2024-12-02,12:06:00,12:00-12:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-12-02,12:07:00,12:00-12:30,SESSION_EXIT,long,-4.0,0,1,TREND,
2024-12-03,09:42:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-03,10:30:00,10:30-11:00,SESSION_EXIT,short,66.0,0,48,TREND,
2024-12-04,09:43:00,09:30-10:00,CHOP_BUY,long,0.0,2,0,CHOP,
2024-12-04,10:02:00,10:00-10:30,EXIT_FLAT,long,-126.0,0,19,TREND,
2024-12-04,10:05:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-04,10:13:00,10:00-10:30,PARTIAL_TP,short,50.0,1,8,TREND,
2024-12-04,10:21:00,10:00-10:30,CHOP_TP,short,29.0,0,16,CHOP,
2024-12-04,12:12:00,12:00-12:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-12-04,12:13:00,12:00-12:30,SESSION_EXIT,long,-2.0,0,1,TREND,
2024-12-05,10:36:00,10:30-11:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-05,10:37:00,10:30-11:00,SESSION_EXIT,short,36.0,0,1,TREND,
2024-12-06,09:45:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-06,10:30:00,10:30-11:00,SESSION_EXIT,short,-2.0,0,45,TREND,
2024-12-09,09:54:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-09,10:13:00,10:00-10:30,EXIT_FLAT,short,-134.0,0,19,TREND,
2024-12-09,10:40:00,10:30-11:00,CHOP_BUY,long,0.0,2,0,CHOP,
2024-12-09,10:41:00,10:30-11:00,SESSION_EXIT,long,12.0,0,1,TREND,
2024-12-10,10:27:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-12-10,10:30:00,10:30-11:00,SESSION_EXIT,long,12.0,0,3,TREND,
2024-12-11,09:48:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-11,09:56:00,09:30-10:00,PARTIAL_TP,short,51.0,1,8,TREND,
2024-12-11,10:30:00,10:30-11:00,SESSION_EXIT,short,29.0,0,42,TREND,
2024-12-12,09:42:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-12-12,09:56:00,09:30-10:00,EXIT_FLAT,long,-120.0,0,14,TREND,
2024-12-12,10:04:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-12,10:30:00,10:30-11:00,SESSION_EXIT,short,-46.0,0,26,TREND,
2024-12-13,09:52:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-12-13,09:57:00,09:30-10:00,PARTIAL_TP,short,58.0,1,5,TREND,
2024-12-13,10:30:00,10:30-11:00,SESSION_EXIT,short,28.0,0,38,TREND,
2024-12-16,09:50:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-12-16,10:07:00,10:00-10:30,PARTIAL_TP,long,69.0,1,17,TREND,
2024-12-16,10:22:00,10:00-10:30,EXIT_FLAT,long,-61.0,0,32,TREND,
2024-12-16,12:03:00,12:00-12:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-16,12:04:00,12:00-12:30,SESSION_EXIT,short,-10.0,0,1,TREND,
2024-12-17,10:10:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-17,10:16:00,10:00-10:30,EXIT_FLAT,short,-132.0,0,6,TREND,
2024-12-17,10:38:00,10:30-11:00,CHOP_BUY,long,0.0,2,0,CHOP,
2024-12-17,10:39:00,10:30-11:00,SESSION_EXIT,long,0.0,0,1,TREND,
2024-12-18,09:51:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-12-18,10:21:00,10:00-10:30,PARTIAL_TP,long,50.0,1,30,TREND,
2024-12-18,10:30:00,10:30-11:00,SESSION_EXIT,long,47.0,0,39,TREND,
2024-12-19,09:49:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-19,09:54:00,09:30-10:00,PARTIAL_TP,short,57.0,1,5,TREND,
2024-12-19,10:21:00,10:00-10:30,CHOP_TP,short,103.0,0,32,CHOP,
2024-12-19,10:22:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-19,10:30:00,10:30-11:00,SESSION_EXIT,short,-26.0,0,8,TREND,
2024-12-23,09:46:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-23,09:49:00,09:30-10:00,PARTIAL_TP,short,66.0,1,3,TREND,
2024-12-23,10:31:00,10:30-11:00,SESSION_EXIT,short,45.0,0,45,TREND,
2024-12-24,10:02:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-12-24,10:12:00,10:00-10:30,PARTIAL_TP,long,69.0,1,10,TREND,
2024-12-24,12:04:00,12:00-12:30,SESSION_EXIT,long,179.0,0,122,CHOP,
2024-12-26,09:53:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-26,09:57:00,09:30-10:00,EXIT_FLAT,short,-136.0,0,4,TREND,
2024-12-26,10:02:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-12-26,10:30:00,10:30-11:00,SESSION_EXIT,long,-34.0,0,28,TREND,
2024-12-27,09:47:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-12-27,10:01:00,10:00-10:30,EXIT_FLAT,long,-212.0,0,14,TREND,
2024-12-27,10:12:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-27,10:17:00,10:00-10:30,PARTIAL_TP,short,63.0,1,5,TREND,
2024-12-27,10:40:00,10:30-11:00,SESSION_EXIT,short,141.0,0,28,CHOP,
2024-12-30,09:49:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-30,10:00:00,10:00-10:30,PARTIAL_TP,short,55.0,1,11,TREND,
2024-12-30,10:14:00,10:00-10:30,CHOP_TP,short,49.0,0,25,CHOP,
2024-12-30,10:16:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-30,10:30:00,10:30-11:00,SESSION_EXIT,short,-34.0,0,14,TREND,
2024-12-31,09:59:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-12-31,10:07:00,10:00-10:30,EXIT_FLAT,long,-160.0,0,8,TREND,
2024-12-31,10:34:00,10:30-11:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-12-31,10:35:00,10:30-11:00,SESSION_EXIT,short,-58.0,0,1,TREND,
2025-01-02,09:55:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-02,10:03:00,10:00-10:30,EXIT_FLAT,long,-120.0,0,8,TREND,
2025-01-02,10:22:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-02,10:30:00,10:30-11:00,PARTIAL_TP,short,61.0,1,8,TREND,
2025-01-02,10:36:00,10:30-11:00,SESSION_EXIT,short,28.0,0,14,TREND,
2025-01-03,09:47:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-03,09:51:00,09:30-10:00,PARTIAL_TP,short,50.0,1,4,TREND,
2025-01-03,10:30:00,10:30-11:00,SESSION_EXIT,short,-22.0,0,43,TREND,
2025-01-06,09:46:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-06,09:55:00,09:30-10:00,PARTIAL_TP,long,67.0,1,9,TREND,
2025-01-06,10:38:00,10:30-11:00,SESSION_EXIT,long,39.0,0,52,TREND,
2025-01-07,09:44:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-07,10:01:00,10:00-10:30,PARTIAL_TP,short,124.0,1,17,TREND,
2025-01-07,12:02:00,12:00-12:30,SESSION_EXIT,short,192.0,0,138,CHOP,
2025-01-08,09:43:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-08,09:53:00,09:30-10:00,PARTIAL_TP,short,51.0,1,10,TREND,
2025-01-08,10:30:00,10:30-11:00,SESSION_EXIT,short,50.0,0,47,TREND,
2025-01-10,09:47:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-10,10:00:00,10:00-10:30,PARTIAL_TP,short,117.0,1,13,TREND,
2025-01-10,10:12:00,10:00-10:30,CHOP_TP,short,225.0,0,25,CHOP,
2025-01-10,10:13:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-10,10:20:00,10:00-10:30,EXIT_FLAT,short,-144.0,0,7,TREND,
2025-01-10,11:02:00,11:00-11:30,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-10,11:03:00,11:00-11:30,SESSION_EXIT,short,18.0,0,1,TREND,
2025-01-13,09:47:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-13,09:56:00,09:30-10:00,PARTIAL_TP,long,74.0,1,9,TREND,
2025-01-13,10:30:00,10:30-11:00,SESSION_EXIT,long,12.0,0,43,TREND,
2025-01-14,09:51:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-14,09:57:00,09:30-10:00,PARTIAL_TP,short,58.0,1,6,TREND,
2025-01-14,10:08:00,10:00-10:30,EXIT_FLAT,short,-65.0,0,17,TREND,
2025-01-14,10:16:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2025-01-14,10:30:00,10:30-11:00,SESSION_EXIT,long,-76.0,0,14,TREND,
2025-01-15,09:48:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-15,10:30:00,10:30-11:00,SESSION_EXIT,long,-16.0,0,42,TREND,
2025-01-16,09:46:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-16,10:01:00,10:00-10:30,PARTIAL_TP,short,57.0,1,15,TREND,
2025-01-16,10:14:00,10:00-10:30,CHOP_TP,short,28.0,0,28,CHOP,
2025-01-16,10:46:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2025-01-16,10:47:00,10:30-11:00,SESSION_EXIT,short,-14.0,0,1,CHOP,
2025-01-17,09:48:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-17,10:30:00,10:30-11:00,SESSION_EXIT,long,0.0,0,42,TREND,
2025-01-20,09:51:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2025-01-20,10:00:00,10:00-10:30,PARTIAL_TP,short,55.0,1,9,TREND,
2025-01-20,12:13:00,12:00-12:30,SESSION_EXIT,short,129.0,0,142,CHOP,
2025-01-21,09:43:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-21,09:46:00,09:30-10:00,PARTIAL_TP,long,60.0,1,3,TREND,
2025-01-21,10:12:00,10:00-10:30,EXIT_FLAT,long,-60.0,0,29,TREND,
2025-01-21,10:59:00,10:30-11:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-21,11:00:00,11:00-11:30,SESSION_EXIT,long,-18.0,0,1,TREND,
2025-01-22,10:03:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2025-01-22,10:30:00,10:30-11:00,SESSION_EXIT,long,-22.0,0,27,TREND,
2025-01-23,09:46:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-23,10:30:00,10:30-11:00,SESSION_EXIT,long,-114.0,0,44,TREND,
2025-01-24,09:45:00,09:30-10:00,CHOP_BUY,long,0.0,2,0,CHOP,
2025-01-24,09:49:00,09:30-10:00,EXIT_FLAT,long,-120.0,0,4,TREND,
2025-01-24,09:52:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-24,10:17:00,10:00-10:30,EXIT_FLAT,short,-124.0,0,25,TREND,
2025-01-24,10:41:00,10:30-11:00,CHOP_BUY,long,0.0,2,0,CHOP,
2025-01-24,10:42:00,10:30-11:00,SESSION_EXIT,long,-20.0,0,1,TREND,
2025-01-27,10:24:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2025-01-27,10:30:00,10:30-11:00,SESSION_EXIT,long,-4.0,0,6,TREND,
2025-01-28,09:46:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-28,10:03:00,10:00-10:30,EXIT_FLAT,short,-188.0,0,17,TREND,
2025-01-28,10:12:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2025-01-28,10:24:00,10:00-10:30,PARTIAL_TP,long,50.0,1,12,TREND,
2025-01-28,10:30:00,10:30-11:00,SESSION_EXIT,long,47.0,0,18,TREND,
2025-01-29,10:07:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2025-01-29,10:12:00,10:00-10:30,EXIT_FLAT,long,-126.0,0,5,TREND,
2025-01-29,10:41:00,10:30-11:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-29,10:42:00,10:30-11:00,SESSION_EXIT,long,6.0,0,1,TREND,
2025-01-30,09:48:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2025-01-30,09:56:00,09:30-10:00,PARTIAL_TP,long,67.0,1,8,TREND,
2025-01-30,10:29:00,10:00-10:30,EXIT_FLAT,long,-60.0,0,41,TREND,
2025-01-30,10:50:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2025-01-30,10:51:00,10:30-11:00,SESSION_EXIT,short,14.0,0,1,TREND,
2025-01-31,09:46:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-01-31,10:03:00,10:00-10:30,CHOP_TP,short,48.0,0,17,CHOP,
2025-01-31,10:26:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2025-01-31,10:30:00,10:30-11:00,SESSION_EXIT,long,8.0,0,4,TREND,
2025-02-03,09:53:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-02-03,10:21:00,10:00-10:30,EXIT_FLAT,short,-222.0,0,28,TREND,
2025-02-03,10:24:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2025-02-03,10:29:00,10:00-10:30,PARTIAL_TP,long,118.0,1,5,TREND,
2025-02-03,11:45:00,11:30-12:00,SESSION_EXIT,long,284.0,0,81,CHOP,
2025-02-04,10:09:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2025-02-04,10:30:00,10:30-11:00,SESSION_EXIT,long,-60.0,0,21,TREND,
2025-02-05,09:55:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-02-05,09:57:00,09:30-10:00,PARTIAL_TP,short,51.0,1,2,TREND,
2025-02-05,10:30:00,10:30-11:00,SESSION_EXIT,short,-36.0,0,35,TREND,
2025-02-06,09:51:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-02-06,10:19:00,10:00-10:30,PARTIAL_TP,short,50.0,1,28,TREND,
2025-02-06,11:24:00,11:00-11:30,SESSION_EXIT,short,86.0,0,93,CHOP,
2025-02-07,09:42:00,09:30-10:00,CHOP_BUY,long,0.0,2,0,CHOP,
2025-02-07,09:55:00,09:30-10:00,PARTIAL_TP,long,55.0,1,13,TREND,
2025-02-07,10:04:00,10:00-10:30,EXIT_FLAT,long,-97.0,0,22,TREND,
2025-02-07,10:13:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2025-02-07,10:30:00,10:30-11:00,SESSION_EXIT,short,-22.0,0,17,TREND,
2025-02-10,11:16:00,11:00-11:30,TREND_SHORT,short,0.0,2,0,TREND,
2025-02-10,11:17:00,11:00-11:30,SESSION_EXIT,short,26.0,0,1,TREND,
2025-02-11,09:49:00,09:30-10:00,CHOP_BUY,long,0.0,2,0,CHOP,
2025-02-11,10:08:00,10:00-10:30,EXIT_FLAT,long,-82.0,0,19,TREND,
2025-02-11,10:36:00,10:30-11:00,TREND_LONG,long,0.0,2,0,TREND,
2025-02-11,10:37:00,10:30-11:00,SESSION_EXIT,long,22.0,0,1,TREND,
2025-02-12,09:42:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2025-02-12,09:46:00,09:30-10:00,EXIT_FLAT,short,-160.0,0,4,TREND,
2025-02-12,10:14:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2025-02-12,10:17:00,10:00-10:30,PARTIAL_TP,long,50.0,1,3,TREND,
2025-02-12,10:50:00,10:30-11:00,SESSION_EXIT,long,166.0,0,36,CHOP,
2025-02-13,11:11:00,11:00-11:30,TREND_LONG,long,0.0,2,0,TREND,
2025-02-13,11:12:00,11:00-11:30,SESSION_EXIT,long,10.0,0,1,TREND,
2025-02-14,10:05:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
